Customer ID,fisrt_name,LastName ,Gender?,Date Of Birth,CITY,state ,job_title,Customer Segment,AnnualIncome,join_date
C01100,ANAYA,  Desai ,Female,13-09-1981,  Chandigarh,Chandigarh, Self Employed,Retail,480603.15,08-03-2023
C03302,SAI  ,   DESAI  ,Male,27-11-1987,  Lucknow ,Uttar Pradesh,  Retired  ,Retail,278729.95,01-09-2021
C00291, ROHAN  ,   mehta,Male,27-02-1984,  Kochi ,Kerala,  Student,Retail,1183687.21,29-10-2018
,   Vivaan ,   SHARMA,Male,26-06-1993, Mumbai   ,Maharashtra,Salaried   ,Retail,423408.79,06-09-2019
C03331,  aYAan  ,  Singh ,Male,19-03-1995, Delhi ,Delhi,   Business Owner   ,Retail,unknown,19/03/2019
C03630, AARAV , Verma   ,Female,16-10-1961,Surat  ,Gujarat,   Business Owner,Premium,622050.64,01-30-2022
C00205, aditya   , SINgh  ,Male,25-01-2002,bengaluru   ,Karnataka,  Self Employed  ,Retail,$unknown,2023/09/03
C01257, diYa   ,  Bansal   ,Female,24-09-1980,indore ,Madhya Pradesh, Student,Retail,unknown,2021-08-21
C04148,  vihaan   ,sHArMA ,Male,04-02-1968,nan,Madhya Pradesh,Freelancer  ,Retail,237319.36,2023/02/03
C03180,  IrA , Malhotra,Male,14-11-1997,NAN,Madhya Pradesh,  Freelancer  ,Retail,645115.08,10-01-2026
C00672,   Rahul   ,   agarwal  ,Male,18-04-1975,,Tamil Nadu,,Retail,376882.57,15-10-2021
C02395, Aadhya,   KULKARNI   ,Male,13-06-1997, lucknow,Uttar Pradesh,,Retail,,03-05-2022
C03841,  SARA ,   Joshi ,Male,25-03-1963,,Gujarat, Salaried,Retail,915024.52,09-12-2024
C01396, ADITYA,AGARWAL,Female,28-01-1978,   Surat,Gujarat,   Salaried,Retail,,08-03-2023
C04241,Karan  ,   desai,Male,25-01-1978,  AHMEDABAD  ,Gujarat,,Retail,840222.27,11-10-2018
C00444,   reyansh ,AGArwal ,Male,17-05-1999,,Maharashtra,,Retail,247130.46,18-02-2026
C00815,Kabir   ,gupta,Male,17-02-1991,   bhopal  ,Madhya Pradesh,   Freelancer,SME,758795.95,26-04-2019
C02063,IRA, kumar  ,Male,11-01-1978, DELHI  ,Delhi,Business Owner ,Premium,,08-08-2020
,   ANAYA ,  MISHRA,Male,16-02-2003,   SURAT  ,Gujarat, Salaried   ,Premium,469371.89,01-06-2019
C00965, PRIYA  ,   vErma,Male,04-10-1981,   MYSURU ,Karnataka,,SME,756185.95,22-07-2024
C02635,  NeHA   ,   malhotra   ,Female,18-04-1984,MYSURU  ,Karnataka,Salaried ,Retail,,01-12-2023
C03072, kabir, Nair ,Female,03-10-1968,   delhi,Delhi, Business Owner ,Retail,180000.0,2024-12-06
C00066,   Karan   ,   joshi,Female,09-04-2003,  bengaluru  ,Karnataka,Salaried  ,Corporate,1378794.23,02-09-2024
C02630,  dIYa   ,  Bansal ,Male,24-02-1987,mumbai,Maharashtra,Business Owner ,Retail,,23-06-2019
C00453,   Rahul, Bansal ,Female,26-12-1962,   Chennai   ,Tamil Nadu,,Premium,,07-17-2020
C03059,   AARAV  ,SiNGH   ,Female,13-07-1981,nan,Tamil Nadu,  Retired  ,Retail,184950.14,2018-02-15
C01820,   KiarA , Kulkarni  ,Male,26-04-1992,bengaluru,Karnataka,  Business Owner,Premium,$800737.36,21-02-2023
C00282,  Pari  , Joshi  ,Female,11-10-1975,   Gurugram  ,Haryana, Retired   ,SME,1630102.07,19-06-2021
C02432,   Sneha , nair   ,Male,17-03-2003,SURAT   ,Gujarat,Self Employed   ,Corporate,unknown,20-11-2020
,  pari ,  Bansal,Male,09-12-1981,   kochi  ,Kerala,,Retail,502856.54,2021/06/27
C00928, anaya   ,Mehta,Male,01-12-1980,   Mumbai   ,Maharashtra,  Student   ,Premium,426513.01,07-03-2021
C04950, ANAYa  ,  Agarwal,Female,05-07-1963,NOIDA   ,Uttar Pradesh,,SME,550473.64,01-01-2021
C03054,Aditya   ,  kumar   ,Female,24-03-1977,Lucknow   ,Uttar Pradesh,Self Employed  ,Retail,$263662.3,2022-07-16
C02466,ayAan,  meHta   ,Male,21-09-1961,  kolkata,West Bengal, Freelancer  ,Premium,618594.98,10-01-2020
C02907,AditYa , Nair  ,Female,15-11-1985,   pune ,Maharashtra,Self Employed ,Retail,318770.14,06-08-2019
C00001, KARAN, chopra  ,Male,09-10-1982,nan,West Bengal,Retired   ,SME,988416.79,15-04-2021
C01403,  pooja ,  JOsHI,Female,01-07-1975, Bhopal   ,Madhya Pradesh,  Retired ,Premium,1837303.56,01-09-2020
C03941,  KIarA , Kulkarni ,Male,14-01-1967, indore  ,Madhya Pradesh,Business Owner,Retail,399317.28,18-06-2024
C00164,  IRA  ,   CHOPRA ,Male,18-06-1983,NAN,Gujarat,   Salaried  ,SME,,06-09-2018
C04027,aaRaV  ,  MALHOTRA,Male,07-06-1962, Chandigarh   ,Chandigarh,Salaried ,Retail,408031.92,18/07/2020
C00774,prIYa , chopra  ,Female,08-11-1963,   kochi ,Kerala,Self Employed   ,SME,785950.91,12-17-2022
C01167,   IRA  ,Iyer ,Female,18-05-1999,,Rajasthan,  Self Employed,Retail,865305.19,11-11-2020
C01295, DIYA  ,KULKARNI   ,Female,03-07-1983,   SURAT ,Gujarat, Retired   ,Premium,1372201.56,18-08-2025
C00324,   NISHA  ,   JAIN   ,Female,11-09-1998, Bhopal   ,Madhya Pradesh,,Retail,542234.96,07-11-2019
C04809,AnayA ,   Nair  ,Female,10-02-1971, HYDERABAD ,Telangana,   Student  ,Retail,,27-03-2021
C01571,  AARaV   ,   reddy,Male,16-10-1988,NAN,Maharashtra,  Retired   ,Premium,,2024/03/11
,  Sara, Nair,Female,21-09-1986,  Indore ,Madhya Pradesh, Student,SME,411694.6,22-01-2025
C02217,  Kabir,Joshi,Female,17-11-1974,kolkata,West Bengal,Salaried ,Retail,,30-04-2018
C01831, Vivaan ,   CHOPRA ,Male,13-09-1987,  coimbatore   ,Tamil Nadu,,SME,522679.82,24-04-2019
C04439,   anAYA  ,CHOPRA   ,Male,01-07-1980, hyderabad ,Telangana, Self Employed   ,Retail,1193352.69,02-02-2020
C04017,Reyansh ,patel,Male,06-03-1960,   Surat,Gujarat,   Business Owner   ,Retail,180000.0,2019-01-18
C03512, anaya   ,Kulkarni ,Female,25-05-1975,   Surat,Gujarat,  Student  ,Retail,180000.0,29-03-2019
C02489, aditya,  Nair  ,Female,18-04-1976,  DELHI ,Delhi,,Retail,unknown,16-01-2026
C02794,   REyANSh  ,   bansaL  ,Male,05-10-1967,MUMBAI ,Maharashtra,  Freelancer ,Premium,,06-09-2021
C04083,  reyansh ,Kulkarni,Male,07-11-1984,pune,Maharashtra, Freelancer   ,SME,252000.0,21-08-2025
C02105,  Anika,KULKARNI ,Female,11-04-1975,   Kochi,Kerala,,Premium,786123.36,2018-01-29
C01779, kaBIR   ,   jOShI,Female,24-09-1976,Chennai ,Tamil Nadu, Retired,Corporate,2209863.28,2018-11-09
C00491,   riya,BANSAL  ,Female,21-08-1961,,Karnataka,   Salaried ,Corporate,1291253.24,2021/09/29
C00844,  arjun  , Bansal  ,Male,05-02-1974,   Delhi   ,Delhi,Retired ,Retail,339717.42,28-03-2020
C00253,   NEHA   ,   Sharma  ,Female,20-09-1975,NAN,Karnataka,Self Employed ,Premium,1260580.61,2023-10-22
,   REYANSH,  AGARWAl,Male,10-07-1967, Coimbatore,Tamil Nadu,,Wealth,1246924.65,30-03-2018
C01641, ira,  jaIn ,Male,18-09-1987,,Kerala,  Business Owner  ,Retail,511329.46,06-05-2018
C02162, Anika,  mishra ,Male,16-04-1968,nan,Maharashtra, Self Employed   ,Corporate,1074198.53,2021-01-30
C04305, sNEha  ,   Chopra ,Female,23-02-1969, Nagpur ,Maharashtra,Retired,Retail,$303763.93,2024/06/17
C02985,  KRISHNA , KUMAR   ,Male,12-06-1997,,Tamil Nadu,   Retired,Corporate,unknown,07-10-2020
C01135,  KRISHNA , Mehta,Female,16-09-1980,Gurugram ,Haryana, Student  ,Premium,2743648.97,28-05-2021
C00014,Rohan  ,  Jain ,Male,02-02-1974,Pune   ,Maharashtra, Retired ,SME,364064.61,26-06-2019
C00646,PrIya  ,  KULKARNI  ,Male,14-06-1993,  Hyderabad   ,Telangana, Self Employed   ,SME,830348.36,01-09-2019
C02338,   Sara  ,   cHopra,Male,14-08-1985,  Mysuru   ,Karnataka, Freelancer  ,Retail,895326.54,15/12/2023
C04086,  kARaN  ,KuMAr   ,Female,04-10-1988,Coimbatore,Tamil Nadu,,SME,,13-04-2020
C01424,   DIYA   ,kUlkarNi,Male,19-04-1997,,Madhya Pradesh,,Retail,$398059.13,02-04-2019
C05000,  anika   , patel  ,Female,26-11-2003, Nagpur   ,Maharashtra, Freelancer   ,Retail,,25-04-2023
C04595, ira,   MISHRA,Female,09-07-1963,  Kochi ,Kerala,,Retail,199843.61,2018/10/11
C04489,kiaRa  ,MEHTA ,Male,17-06-1999,,Madhya Pradesh, Retired ,Corporate,unknown,08-06-2024
C04109,   PRIYA ,  MISHRA ,Male,06-11-1989,SURAT  ,Gujarat,,Retail,$nan,21-09-2023
,   pRiyA  ,JAIN   ,Female,06-10-1995,  Kolkata  ,West Bengal, Self Employed  ,Retail,199695.83,09-09-2024
C03735,   Pari,Singh,Female,23-10-1964,   Jaipur  ,Rajasthan,  Self Employed,Premium,unknown,10-03-2025
C01140,  Myra   ,  NAiR   ,Male,16-12-2004, AHMEDABAD  ,Gujarat,,Retail,320873.75,05-07-2019
C03756,ARJUN   ,  Kapoor,Male,12-03-1975, indore ,Madhya Pradesh, Business Owner   ,SME,,13-01-2026
C04213, riya  , Bansal ,Female,22-09-1980,   CHENNAI   ,Tamil Nadu,  Self Employed   ,Retail,,20-02-2026
C03443, SNeHA,  kumAR  ,Female,08-09-1964,   indore,Madhya Pradesh,  Freelancer   ,Retail,,05-10-2018
C00329, REYANSH  ,   DESAI  ,Female,20-04-1991,  Mysuru   ,Karnataka,,Retail,276797.45,19-10-2019
C01038,   sAI   , Nair,Female,28-01-1960, Lucknow,Uttar Pradesh,  Salaried,Retail,366973.79,31-07-2020
, ARJUN, pATEl,Female,12-01-1992,NAN,Maharashtra,Business Owner ,Retail,unknown,21-01-2022
C01446,   ira, Joshi  ,Female,18-03-2001,hyderabad  ,Telangana, Freelancer,SME,,08-02-2020
,ANAYA,gupta ,Female,27-02-1971, Lucknow   ,Uttar Pradesh,   Student   ,Retail,1319382.29,14-08-2024
C03077,  sai,mEHTa  ,Male,14-03-1965, Lucknow ,Uttar Pradesh, Student ,Retail,unknown,21-12-2018
C01312,   Aditya  ,   patel,Female,02-08-1986,nan,Karnataka,,Retail,485798.41,04-01-2022
C00698,   Nisha ,KapooR  ,Female,09-01-1971,   KOCHI   ,Kerala,,Corporate,unknown,2023/12/26
C01950,   Ishaan, maLhoTra  ,Male,22-04-1975, Ahmedabad   ,Gujarat,,SME,727717.2,13-01-2018
C01214,   Reyansh ,  kapoor ,Male,15-02-1973,   PUNE   ,Maharashtra,Salaried  ,SME,373447.47,12-04-2022
C02787, Krishna ,   malhotra  ,Male,17-02-1986,  Nagpur  ,Maharashtra,   Salaried,Premium,,02-10-2019
C03775, IrA  , kApOOr ,Female,23-02-1996,  Coimbatore   ,Tamil Nadu,   Salaried ,SME,unknown,2018/01/21
C01346, priya   ,MISHRA   ,Female,06-03-1985,,Maharashtra,,Retail,304321.04,17/02/2021
C01502, Pooja , Mishra   ,Female,23-10-1962,   Coimbatore ,Tamil Nadu,  Retired   ,Premium,,10-04-2021
C00726,   amit,   Singh   ,Male,21-09-1987, NAGPUR   ,Maharashtra, Student   ,Corporate,396000.0,18-06-2021
C01200,   VIHAAN   ,  chopra   ,Female,20-04-1972,gurugram,Haryana,,Corporate,$1344247.43,11-04-2022
C02500, Rahul   ,   Iyer ,Female,13-09-1992,   Hyderabad ,Telangana,   Freelancer   ,SME,696907.58,30-05-2025
,   rahul  ,  JAin   ,Male,14-08-1971,  Nagpur   ,Maharashtra, Retired   ,SME,,2024/01/01
C04677, Pooja  ,  Desai ,Female,01-06-1986,mysuru ,Karnataka,,Retail,$unknown,02-02-2018
C01862,vIhAan   ,   MEHTA   ,Female,16-10-1968, KOCHI,Kerala,Salaried ,Retail,,08-06-2024
C01133,ISHAAN, Iyer  ,Female,25-04-1971, Kochi  ,Kerala,Salaried,Retail,307040.79,05-09-2025
C01705,ira , verma  ,Female,09-06-2004,,Kerala,  Retired   ,Premium,366904.1,15-09-2025
C00914,Sneha  , sIngH ,Male,11-07-1971,NAN,Gujarat,Freelancer  ,Retail,414324.17,21-06-2024
C03825,   PRiYa   , Verma,Male,24-03-1976,Chandigarh ,Chandigarh,,Retail,499858.23,23/05/2019
C03429,   AmiT  ,   VERMA  ,Male,18-09-1975, bengaluru,Karnataka,,SME,,14-02-2022
C00807,   anayA   , kapoor  ,Male,07-12-1978,   chennai  ,Tamil Nadu, Freelancer,Premium,837326.93,05-30-2021
C03801,sai,   agarwal,Female,28-06-1990,   NOIDA   ,Uttar Pradesh,Student   ,Premium,1325699.39,19-09-2020
C03200, PRIYA  ,   jain   ,Male,11-01-1993,nan,Madhya Pradesh,Retired  ,Retail,674696.25,11-09-2025
C03391,Rahul,  nair,Female,23-05-1988, Ahmedabad  ,Gujarat,,Retail,,10-05-2023
,Sai  ,  Bansal ,Male,14-04-1978, Bhopal   ,Madhya Pradesh,Student ,Retail,334303.1,2023-12-10
C00415,kabir  , MaLHOtRa,Male,28-06-1967,Surat ,Gujarat,,Premium,1007721.4,2021-12-25
C01702, VIVAAN   , KULKARNI,Female,10-10-1979,Pune   ,Maharashtra,,Corporate,1426153.89,03-15-2020
C01550, VIHAAN,Mishra,Male,13-02-1967,Bengaluru  ,Karnataka,   Student,Retail,,12-07-2019
C02302, RiYa ,   SHARMA  ,Male,15-05-1990,   Noida,Uttar Pradesh,  Student ,Retail,445379.35,16-10-2023
C04016,   Myra  ,   NaiR,Male,15-05-2002,NAN,Gujarat,   Student  ,Retail,763072.46,31-08-2018
C01911,AARAV, Patel,Female,01-03-1979,   Nagpur   ,Maharashtra,,Retail,180000.0,19-08-2021
C03185, neha ,nair   ,Female,08-01-1989,Jaipur,Rajasthan,   Self Employed   ,Retail,212459.37,30-04-2018
C04527, Aadhya, MISHRA,Female,15-09-1986,coimbatore ,Tamil Nadu,   Retired ,Retail,815144.33,02/01/2022
C00204,sara  ,  kuMAR,Male,24-03-1989,  Indore ,Madhya Pradesh,Retired,Corporate,396000.0,19-05-2018
C01326,   VIHAAN   ,nair,Male,11-09-1994,  Kolkata  ,West Bengal,   Self Employed  ,Retail,411121.07,15-09-2024
C02288,  priya ,   DESAI   ,Male,22-05-1973, NAGPUR  ,Maharashtra,   Self Employed ,SME,,27-08-2019
C00375,  AARAV, KAPOOR ,Female,24-05-1972,   kochi  ,Kerala,   Retired,SME,unknown,21-05-2020
C02849,   aarav ,chopra ,Female,07-07-1995,   PUNE  ,Maharashtra,  Retired   ,Retail,,04-07-2023
C04544,  pari,Reddy ,Male,20-07-1968,Delhi ,Delhi,,SME,$344112.2,27-03-2018
C04247,  ArJun  ,   JAIN   ,Male,06-12-1971,  Coimbatore,Tamil Nadu,Retired,Retail,,29-11-2025
C01570,   Anaya  ,KapOoR ,Male,09-01-1962,Mumbai,Maharashtra, Salaried ,Retail,399561.56,23-04-2019
C02425,  anaya,   Bansal   ,Female,04-02-2004, kolkata,West Bengal,  Salaried  ,Premium,unknown,11-14-2024
C00549, saI,  Sharma,Female,04-03-1962,  nagpur,Maharashtra,Salaried  ,Corporate,1188721.23,27/01/2018
C00850,   Anaya   , nair ,Female,15-12-1972,Noida   ,Uttar Pradesh, Self Employed  ,SME,255716.24,26-12-2023
C00754,  Riya ,  mehta,Female,01-04-1977,Jaipur  ,Rajasthan,  Retired   ,Wealth,991239.72,04-07-2023
C03567,  anika  , MEHTA,Female,16-08-1976,   Indore   ,Madhya Pradesh,   Self Employed,Premium,1311255.45,04-03-2023
C02075,   KRISHNA , REDDY ,Female,24-12-1965,,Kerala,   Freelancer   ,SME,,07-02-2022
C03809,  AYAAN,   Mehta,Female,19-02-1989, Mumbai  ,Maharashtra, Salaried,Retail,700199.51,08-01-2020
C03078, Anaya   ,  iyer,Female,17-06-1982,   Surat ,Gujarat,   Self Employed,Retail,615938.04,21-09-2022
C01910,  Neha   ,ReDDy ,Female,04-02-1988,LUCKNOW   ,Uttar Pradesh,Retired  ,Retail,,2019-08-03
C01337,   NEHA,   PATEL   ,Female,13-10-1992,,Madhya Pradesh,Self Employed,SME,,13-07-2022
C03564, Myra, MEHTA  ,Female,24-03-1961,Kolkata   ,West Bengal,,Retail,622561.95,24-05-2020
C00796,  rAHUl, malhotra,Female,19-09-1969,  Noida,Uttar Pradesh,Self Employed,Corporate,971224.39,02-01-2023
C02673,MYrA,  shArmA  ,Male,08-11-1960,Jaipur ,Rajasthan,,Retail,$unknown,15-06-2023
C00998,   kiara , Bansal ,Male,07-10-1976,COIMBATORE   ,Tamil Nadu,   Salaried  ,Corporate,404170.82,16-03-2024
C01248,SnEHA   ,   mehTa   ,Male,08-02-1968,nan,Maharashtra, Salaried,Retail,384150.42,09-02-2018
C02072,  AMIT,MIsHrA,Male,23-01-1964,,Tamil Nadu,  Student   ,SME,567026.88,23/01/2025
C00821,  KRISHNA   , Joshi   ,Female,23-07-2003,   HYDERABAD   ,Telangana,   Retired  ,Retail,208031.28,05-16-2025
C03136,  riya,   Gupta,Male,23-02-1994,  Chennai ,Tamil Nadu,Freelancer  ,Retail,249815.12,29-04-2022
C04881, ANIKA   ,desai   ,Male,25-09-1981,  mysuru ,Karnataka,Salaried,SME,1833792.27,06-08-2018
C01244,  AMIT ,Kulkarni ,Male,08-11-1963,   Gurugram ,Haryana,  Business Owner ,Premium,,03-08-2024
C04202,Anika,   Desai   ,Male,17-06-1968, Kolkata   ,West Bengal,   Freelancer   ,Retail,337727.24,12-10-2022
C04284,AYAAN   ,  joshi  ,Male,21-04-1999, Bhopal ,Madhya Pradesh,   Business Owner  ,Retail,1919878.42,05-02-2023
C02412,   RIYA ,DESai  ,Female,20-12-1979, PUNE  ,Maharashtra, Business Owner   ,SME,295072.57,15-10-2023
C04999,   sneha, joshi   ,Female,03-04-1994,  kochi   ,Kerala,,SME,1046872.92,28-07-2023
C04573, Ira   , Kapoor ,Male,20-09-1965,GURUGRAM,Haryana,  Retired   ,Retail,480215.96,17-05-2019
C01096,Sneha  ,   VERMA  ,Female,20-05-1976,  Nagpur ,Maharashtra,   Retired   ,Retail,688297.07,22-04-2023
C03758,   priya,  bansal ,Female,04-09-1960,,Tamil Nadu,   Business Owner   ,Premium,2482764.25,11-08-2021
C03690,  Ishaan,kapOoR,Male,06-11-2002,Jaipur  ,Rajasthan, Retired ,Wealth,1121336.73,02-09-2025
C01762,   Kiara, patel ,Male,22-11-1981,  Nagpur,Maharashtra,Salaried,SME,1657463.02,2020-12-05
C02910, Pari, Desai   ,Female,11-10-1976,  chandigarh  ,Chandigarh,  Freelancer ,SME,482780.98,17-03-2021
C03251, kiara ,KULKARNI  ,Female,23-08-1960,,Maharashtra,   Salaried ,SME,252000.0,28-01-2022
,  PriyA  , kapoor,Male,21-12-1997, MUMBAI,Maharashtra,  Freelancer  ,Premium,609418.15,06-01-2021
C04459, Anaya,   DESAI,Male,19-02-1996,Noida   ,Uttar Pradesh,   Student ,Premium,2990792.0,09-06-2020
C00083, Aditya   ,  mishra  ,Female,14-09-1975,  Delhi  ,Delhi,  Retired   ,Premium,$nan,30-08-2025
C01557,   sai,Jain ,Male,03-05-1961,Noida   ,Uttar Pradesh,  Retired  ,SME,552290.61,20-07-2023
C01775,   Myra   ,  BaNsaL ,Female,26-11-1970, Gurugram ,Haryana,  Freelancer,Retail,225411.87,17-02-2024
C00445, Sai   , Malhotra ,Female,07-07-1994,   lucknow,Uttar Pradesh,Freelancer,Retail,unknown,09/03/2019
C01700, sneha  ,  joshi ,Male,20-02-1977,  kochi  ,Kerala,  Student,Retail,211732.85,18/06/2023
C03326,   aarav ,   NaiR   ,Male,10-10-1999,NAN,Maharashtra, Business Owner   ,Retail,289115.89,03-19-2020
C01020,   priya   ,  Bansal   ,Female,02-06-1991, chennai   ,Tamil Nadu,,Premium,1943438.83,23-04-2022
C01270,   Myra  ,  SINGH   ,Female,01-01-1978,   Delhi  ,Delhi,Freelancer  ,Premium,unknown,04-14-2022
C00826,   ARJUN   , REDDy ,Male,18-09-2003, Kolkata ,West Bengal,  Freelancer ,Premium,,2023/10/05
C04665,   NISHA   ,VERMA ,Female,14-02-2002,CHANDIGARH  ,Chandigarh, Freelancer   ,SME,unknown,11-09-2020
C01621,Riya , MEHTA,Female,09-01-1975,,Gujarat, Freelancer ,Retail,504884.79,12-02-2024
C04617,NISHA  ,JAIN ,Male,26-01-1967,  NAGPUR ,Maharashtra,   Salaried,Retail,404166.75,27-03-2019
C00058, sara  ,   MALHOTRA   ,Female,13-04-1978,   bengaluru   ,Karnataka,   Student   ,Premium,514425.13,04-03-2024
C00051,  aadhya   ,   CHOPRA ,Male,23-12-1998,,Chandigarh,   Salaried  ,Retail,,08-22-2024
C02124,arjun ,gupta  ,Male,08-12-1968, Delhi,Delhi, Freelancer   ,Wealth,916759.59,2024-02-23
C00513,   aNIkA, nair   ,Female,21-08-1980,nan,Gujarat, Retired  ,Premium,unknown,25-06-2024
C01264,   Nisha  ,   jain,Female,08-12-1980,noida,Uttar Pradesh,  Retired ,SME,1747826.74,27/10/2021
C03398,VIhaan  ,  Nair ,Female,25-08-1997,Bhopal  ,Madhya Pradesh,Student,Retail,937709.58,28-06-2018
C03923,  VIVAAN ,   Singh   ,Male,24-07-1999,  Bengaluru  ,Karnataka,Salaried   ,Retail,420008.23,25/03/2018
C03131,SARA, Malhotra   ,Male,15-02-1995, Coimbatore,Tamil Nadu,Retired   ,Premium,435388.97,01-09-2018
,   Pari ,KULKARNI ,Female,25-07-1989, Pune  ,Maharashtra,   Freelancer  ,Retail,515040.29,08-12-2019
C04796,sara  ,mehta ,Female,08-07-2000,  Indore   ,Madhya Pradesh,   Retired   ,Premium,546421.77,20-08-2021
C00119, ishaan  ,  REDDY  ,Male,11-11-1980, Chandigarh,Chandigarh, Business Owner ,Retail,213145.21,10-09-2023
C03529, IRA , nair  ,Female,05-01-1988,   Gurugram   ,Haryana,  Business Owner,Corporate,$unknown,31-05-2023
C02269, paRI,iyer,Female,02-10-1965,   Indore  ,Madhya Pradesh,   Salaried ,Retail,523832.56,24-03-2022
C03845,   sneha ,iyer,Female,25-01-1974, Nagpur  ,Maharashtra,  Salaried  ,Retail,406559.66,13-12-2025
C03297, sara, singh ,Male,28-10-1971,   Pune   ,Maharashtra, Retired   ,Retail,467255.6,04-10-2024
C04956, AyAan ,  KUMAR,Female,10-04-1990, mumbai,Maharashtra,   Student,Corporate,851978.31,16-11-2020
C02085,  saRA   ,   SHARMA  ,Female,06-11-2003, Jaipur   ,Rajasthan,  Student,Retail,284783.62,21-01-2021
C00890, arjun ,   Nair  ,Male,19-03-1964,Chandigarh ,Chandigarh,,Premium,,21-01-2019
C03652, ira , mehta ,Male,25-06-1983,  Chennai  ,Tamil Nadu,   Business Owner  ,Retail,691244.56,22-09-2018
C02261,Anaya,kUlKARni  ,Female,28-04-1981,  Coimbatore ,Tamil Nadu, Retired  ,Retail,199852.14,28-04-2018
C04334,  anaya   ,SINGH ,Female,28-12-1984,NAN,Rajasthan,  Salaried ,Premium,1588754.34,2021-12-17
C01399,  Karan   ,   MALHOTRA   ,Female,28-09-1995, Chennai,Tamil Nadu,   Salaried   ,Retail,955221.43,12/07/2022
C04276,  AYAAN   , BansaL  ,Male,19-11-1987,CHANDIGARH ,Chandigarh, Salaried   ,Retail,612770.32,16-07-2025
C03245, priya , JAin  ,Female,28-04-1975,  Hyderabad ,Telangana, Business Owner ,Retail,561885.73,17-03-2020
C02980,rahul  ,BANsaL   ,Male,26-12-1976,NAN,Gujarat,Freelancer,Retail,321611.88,31-05-2018
C04609,  Neha  , jain  ,Male,27-02-1989,,Karnataka,,Retail,246422.51,2023/02/27
C00506,SNEHA ,kulkarni,Male,23-04-1981,nan,Tamil Nadu,,Corporate,unknown,25-06-2021
C00919,  SARA  , sharma   ,Female,28-08-1964, Bengaluru ,Karnataka,  Salaried,Retail,747126.73,16-06-2023
C00103,   AaDhYA,  Bansal   ,Male,15-07-1973,NAN,Kerala,  Business Owner,SME,386648.18,15-10-2022
C02174,   Neha  ,  NaiR ,Male,07-12-1995,   Ahmedabad ,Gujarat,   Self Employed ,Premium,,17-07-2020
C00707,  Pooja ,   Malhotra,Female,10-02-1996,Kochi   ,Kerala,Student  ,Retail,1335165.89,2020/05/13
,AMIT  ,MALHOTRA,Male,18-09-1993, Nagpur   ,Maharashtra,,Retail,,17-11-2018
C02527,   DIyA  , kulKaRni  ,Female,23-05-2002, BENGALURU ,Karnataka,   Student ,Retail,259368.98,08-11-2020
C04134,Vivaan   ,   malhotra ,Female,13-12-1964,,Tamil Nadu,   Salaried ,SME,,30-04-2021
C01605, anika , MISHRA,Female,22-07-1984,   Chennai,Tamil Nadu,,SME,1749518.2,31-07-2023
C04737,  REYANSH,  Singh ,Female,20-02-1998,,Telangana,Salaried ,Retail,unknown,28-06-2022
, Pari,   gupta,Male,25-02-1964,   pune  ,Maharashtra, Self Employed   ,Retail,460828.58,13-03-2025
C00401, NEHA  ,KULKARNI ,Female,04-06-1978,   BHOPAL  ,Madhya Pradesh,   Retired,SME,1241108.48,04-06-2023
C04792, aditya,   Chopra ,Female,18-01-1993,nan,Karnataka,Retired ,Retail,959112.03,28-07-2019
C01935, rahul ,   KAPOOR,Male,02-01-1984,,Madhya Pradesh,,Retail,225582.33,02-01-2019
C01634,priYA   ,  Malhotra ,Male,26-01-1992,Nagpur ,Maharashtra,,Retail,328103.63,13-07-2021
C03829,  Kiara,gupta   ,Male,08-11-1969,Indore,Madhya Pradesh,  Business Owner  ,Premium,1039836.22,27-10-2020
C00822,Aadhya, SHARMA  ,Male,14-03-1998,  BHOPAL   ,Madhya Pradesh,  Salaried   ,SME,273754.19,11-01-2021
C04890,   Reyansh  ,  verma ,Male,09-01-1960, Kolkata   ,West Bengal,   Salaried  ,Retail,301093.35,2022/12/21
C00772,myra   ,iYEr  ,Male,21-04-1984,,Delhi,,Retail,,24/07/2021
C03099,Sai , Agarwal   ,Male,15-11-1964,,Kerala, Business Owner,Retail,442128.16,30-06-2025
C02804,  Karan ,  MISHRA  ,Female,19-07-1984, Kochi  ,Kerala,   Self Employed  ,Retail,527297.34,2024-01-08
C04835,  aYAaN, BANSAL  ,Female,23-05-2000,  Indore   ,Madhya Pradesh,  Salaried,Retail,unknown,19-01-2020
C01306,ROHan  ,   SINGH ,Male,28-12-1995,,Tamil Nadu, Retired ,Retail,$498098.91,26-12-2022
C01676,  saRA   ,   Agarwal   ,Female,09-08-1988,  Ahmedabad  ,Gujarat,Freelancer  ,Retail,564207.28,18-08-2025
C04994, pari,   BANSAL ,Male,07-07-2004,,Uttar Pradesh, Retired ,Retail,1026048.82,11-09-2025
C03412,reyansh   ,  dEsaI ,Female,14-01-1984, Lucknow  ,Uttar Pradesh,Student,Corporate,,03-11-2022
C03571,   IsHAan,   BaNsaL  ,Male,06-06-1993,  BHOPAL,Madhya Pradesh, Self Employed  ,Retail,784280.99,12-22-2025
C00054,   sneha ,   MALHOTRA   ,Female,06-07-1969,  JAIPUR ,Rajasthan, Student ,Corporate,unknown,20-11-2022
C04611,ISHAAN   ,  BANSAL   ,Male,26-10-1986,Mysuru,Karnataka,  Salaried  ,Retail,,06-26-2018
